respondent_id,dept,tenure_years,role_level,region,exit_date,satisfaction,response
R-2238,Sales,15.75,IC,NA,2025-02-17,4,"I am taking time off before deciding what is next and on top of that the company swag was genuinely good, for what that is worth — and honestly, the exit interview questions were thoughtful, including this one."
R-2239,Operations,11.75,IC,NA,2025-11-14,3,"The retention bonus went to someone else doing half the work. Beyond that, the offboarding process was smooth and respectful."
R-2240,Engineering,8.25,IC,EMEA,2025-04-07,4,"Where to start — my paycheck did not reflect the scope I carried — and honestly, the mission still resonates with me."
R-2241,Engineering,8.75,Manager,NA,2024-08-12,2,The bonus was a rounding error this year and on top of that my supervisor rewrote my work at midnight without telling me why and at the same time chronic understaffing turned every small task into overtime.
R-2242,Sales,0.75,IC,NA,2025-07-24,1,"I chose to walk away and I have not looked back. To be fair, I am switching industries to be closer to healthcare work."
R-2243,Sales,0.5,Manager,NA,2025-10-22,5,"Truthfully, the office snacks deserve a small tribute. Beyond that, I am taking time off before deciding what is next. Meanwhile, the benefits package was reasonable overall."
R-2244,Engineering,0.25,IC,NA,2024-11-23,5,"After five rounds of reflection: I did the math and the pay cut of staying was larger than the risk of leaving — and honestly, middle management here exists to forward emails and on top of that the customers were the best part of the job."
R-2245,Marketing,5,Manager,EMEA,2025-01-06,2,"The tools and equipment were always solid — and honestly, I want to thank the people who trained me."
R-2246,Engineering,3.25,IC,EMEA,2024-10-31,4,"Simply put, decisions came down from above with no context and no discussion. Beyond that, there are days the old badge photo gives me a pang of regret."
R-2247,People,2.5,IC,NA,2025-08-20,3,"If I am being candid, the management churn meant four bosses in eighteen months. Also, the interview process that brought me in was the best I have experienced."
R-2248,Support,4,IC,APAC,2024-12-29,3,"Simply put, micromanagement made every small task a negotiation. Meanwhile, the mission still resonates with me."
R-2249,People,0.5,Lead,LATAM,2024-11-11,3,"Plainly put, the pay band was insulting once I learned what new hires got. Also, I clocked seventy-hour weeks through the last push."
R-2250,Marketing,0.25,IC,EMEA,2025-09-13,3,"The directors fought each other and we absorbed the shrapnel, plus my coworkers made the hard stretches bearable."
R-2251,Engineering,5.25,IC,EMEA,2024-09-06,5,"Pay compression meant my new report earned more than I did — and honestly, my time here taught me a lot about the industry."
R-2252,Sales,0.25,IC,EMEA,2025-08-26,4,"Short version: the path from senior to staff was a rumor. Beyond that, it was simply time for something new."
R-2253,Operations,0.25,Manager,APAC,2025-07-18,3,"In the end, the onboarding I received years ago was excellent. Meanwhile, my time here taught me a lot about the industry and on top of that the project I leave behind is in capable hands."
R-2254,Engineering,3,Director,EMEA,2024-08-27,3,"Look — the tools and equipment were always solid. Also, the benefits package was reasonable overall."
R-2255,Engineering,13.5,IC,APAC,2025-03-27,1,"The lattice they promised was actually a ledge — and honestly, a former colleague recruited me into the new role."
R-2256,People,5.75,Manager,EMEA,2024-07-06,4,"Bottom line: my manager read my status reports back to me as insight. To be fair, the onboarding I received years ago was excellent."
R-2257,People,4.5,Director,NA,2024-12-13,3,-
R-2258,Engineering,2,Director,NA,2025-03-09,4,"We shipped on adrenaline for two years and I ran out. To be fair, the offboarding process was smooth and respectful."
R-2259,Engineering,3.75,IC,APAC,2025-11-05,2,"Bottom line: double duty across two teams drained everything I had. Also, the timezone spread made office attendance pure ceremony — and honestly, the resignation letter sat in my drafts for six months before I sent it."
R-2260,Engineering,12.75,IC,EMEA,2025-03-26,5,"I plateaued and nobody seemed to mind but me — and honestly, the office move tripled my commute overnight."
R-2261,Support,0.5,IC,EMEA,2025-04-21,1,"After five rounds of reflection: they froze salaries while posting record numbers. Beyond that, my manager promised the promotion and then pretended the conversation never happened."
R-2262,Marketing,0.5,IC,EMEA,2025-06-24,5,"Management treated every concern as an attitude problem and at the same time every sprint was a death march with a new name. Meanwhile, if the timing had been different I think I would have stayed. Beyond that, I needed to leave for my own health and I finally did."
R-2263,Sales,1,Lead,NA,2024-07-19,5,"In the end, the pay was simply too low for the work — and honestly, my manager read my status reports back to me as insight and on top of that the load balancing was a spreadsheet that balanced nothing."
R-2264,Engineering,5.5,IC,NA,2024-09-17,2,The office snacks deserve a small tribute and on top of that the customers were the best part of the job.
R-2265,Support,9.5,Lead,NA,2024-10-15,4,"In the end, salary discussions went nowhere for two cycles. To be fair, the crunch was supposed to be temporary and lasted fourteen months."
R-2266,Operations,16.75,Manager,APAC,2025-03-16,2,"Commission structure changed mid-year and my pay dropped hard. Also, my supervisor did not understand the work we actually did."
R-2267,Support,17.25,IC,APAC,2025-08-05,4,"Plainly put, management ignored the postmortem actions three releases in a row. Also, I appreciated the honest conversations on the way out."
R-2268,Operations,5.5,Manager,NA,2025-06-06,2,"I was done, fully and completely done and at the same time I want to thank the people who trained me."
R-2269,Sales,3.5,Lead,NA,2025-06-15,2,"Honestly, quitting was the only option left on the table — and honestly, the benefits package was reasonable overall."
R-2270,Engineering,1.25,IC,NA,2025-07-13,2,Bottom line: my boss was invisible until something went wrong and on top of that advancement required a sponsor and mine kept leaving.
R-2271,Engineering,0.25,IC,NA,2025-04-15,3,"Honestly, a competing offer beat my pay by forty percent, plus the mission still resonates with me."
R-2272,Sales,8.75,Lead,NA,2024-07-12,2,"The merit increase was two percent in a year of double-digit inflation. To be fair, the office is an open floor plan where deep work goes to die and at the same time I chose to walk away and I have not looked back."
R-2273,Engineering,11.5,IC,APAC,2025-07-30,2,The resignation letter sat in my drafts for six months before I sent it.
R-2274,Operations,17,IC,APAC,2025-10-31,5,"The relocation was for my partner's job. Also, the customers were the best part of the job."
R-2275,Engineering,2.25,IC,EMEA,2025-09-04,1,What they pay senior people here would be junior pay anywhere else and on top of that my manager could not make a decision without three approvals.
R-2276,Engineering,0.25,Manager,EMEA,2025-03-06,4,"In the end, the team itself was genuinely kind. Meanwhile, the startup itch finally won, plus the holiday party was always a highlight."
R-2277,Engineering,2.25,Manager,EMEA,2025-02-26,3,"My supervisor did not understand the work we actually did and on top of that the lattice they promised was actually a ledge. Meanwhile, a former colleague recruited me into the new role."
R-2278,Engineering,15.5,Lead,LATAM,2024-11-15,4,"The tools and equipment were always solid. Meanwhile, the office snacks deserve a small tribute."
R-2279,Engineering,9.75,Lead,NA,2025-07-11,2,.
R-2280,Operations,17.25,IC,EMEA,2025-01-30,3,"Truthfully, mentorship existed on a slide and nowhere else and on top of that the office is an open floor plan where deep work goes to die."
R-2281,Engineering,0.25,Lead,NA,2024-11-21,2,After five rounds of reflection: the always-on culture ate my evenings one slack ping at a time.
R-2282,Engineering,0.5,IC,NA,2024-10-18,3,"They measured presence in the building instead of work in the product. Meanwhile, this move is about geography more than anything."
R-2283,Sales,9.5,IC,NA,2024-08-28,3,"My manager promised the promotion and then pretended the conversation never happened. Beyond that, it was simply time for something new."
R-2284,Operations,2.5,Manager,EMEA,2025-07-24,5,"Plainly put, the merit increase was two percent in a year of double-digit inflation — and honestly, the benefits package was reasonable overall."
R-2285,Sales,0.25,Manager,EMEA,2025-10-11,2,"Leadership promised changes after the survey and delivered none and at the same time I second-guess the decision more than I expected to. Beyond that, I knew it was time to leave when Sunday nights filled with dread."
R-2286,Engineering,2,IC,NA,2025-01-29,4,The learning stipend vanished and so did the conferences and on top of that I caught myself wishing I could undo the resignation that first month.
R-2287,Engineering,4,Manager,NA,2025-11-08,4,"Bottom line: double duty across two teams drained everything I had, plus the company swag was genuinely good, for what that is worth."
R-2288,Support,12.25,Manager,NA,2024-09-07,2,"Plainly put, I wish the next cohort a smooth ride — and honestly, I am switching industries to be closer to healthcare work."
R-2289,Engineering,0.75,Lead,NA,2025-04-05,3,"Since you asked: the codebase was cleaner than most I have seen, plus the codebase was cleaner than most I have seen."
R-2290,Operations,17,Manager,APAC,2024-12-31,3,"For what it is worth, I loved the product but the pay made the decision for me and at the same time I made friendships here that will outlast the job."
R-2291,Support,2.25,IC,LATAM,2024-09-28,4,"If I am being candid, management here mistakes activity for progress. Meanwhile, the pager went off at 3am for things that could have waited. Also, some mornings I miss the old rhythm and wonder if I jumped too soon."
R-2292,Engineering,6,IC,APAC,2025-03-05,2,"Truthfully, resigning felt like surfacing for air. Meanwhile, overall a decent run with a quiet ending."
R-2293,Engineering,6,IC,EMEA,2024-10-07,4,The office move tripled my commute overnight and on top of that the startup itch finally won.
R-2294,Sales,2.75,IC,LATAM,2025-10-24,2,"My calendar was nine hours of meetings wrapped around real work at night and at the same time the commute swallowed two hours a day for meetings I could take from home, plus the offboarding process was smooth and respectful."
R-2295,Operations,0.25,IC,EMEA,2024-07-24,1,"Leadership measured presence instead of outcomes. Beyond that, capacity planning here is a hope and a calendar invite. To be fair, I would quit again twice as fast knowing what I know."
R-2296,Engineering,17,IC,NA,2024-10-07,2,Bottom line: what they pay senior people here would be junior pay anywhere else and on top of that the office snacks deserve a small tribute.
R-2297,Engineering,1,Lead,NA,2024-09-15,5,"Every quarter ended in a sprint that erased the weekends. To be fair, the holiday party was always a highlight."
R-2298,Sales,0.25,IC,APAC,2025-01-21,2,Bottom line: vacation meant doing the same work from a different chair.
R-2299,Sales,1,IC,APAC,2025-02-08,4,"After five rounds of reflection: an opportunity came along that was too specific to pass up. Also, the company swag was genuinely good, for what that is worth. To be fair, my time here taught me a lot about the industry."
R-2300,Sales,4.5,Manager,APAC,2025-07-22,3,"The interview process that brought me in was the best I have experienced and at the same time family circumstances made this change necessary — and honestly, the codebase was cleaner than most I have seen."
R-2301,Operations,12.25,Director,EMEA,2025-06-26,3,I am switching industries to be closer to healthcare work and on top of that the benefits package was reasonable overall.
R-2302,Engineering,1,IC,NA,2025-04-19,4,"Vacation meant doing the same work from a different chair. Meanwhile, an opportunity came along that was too specific to pass up."
R-2303,Engineering,0.5,Director,NA,2025-07-02,1,"The workload was relentless and the headcount never came and at the same time the promotion freeze entered its third year. Beyond that, I joined as a remote employee and was reclassified without a conversation."
R-2304,Sales,0.25,IC,NA,2025-03-12,3,The burnout was visible in the whole team by spring and at the same time my trajectory was a flat line and I am too early in my career for that.
R-2305,Sales,3.75,IC,APAC,2025-09-16,2,"Off the record but on the form: my time here taught me a lot about the industry. Meanwhile, the customers were the best part of the job."
R-2306,Engineering,2.25,IC,LATAM,2025-03-16,5,"Where to start — if the timing had been different I think I would have stayed. Meanwhile, my coworkers made the hard stretches bearable."
R-2307,Engineering,1.25,Director,APAC,2025-09-15,2,"If I am being candid, nothing dramatic to report from my corner. To be fair, the mission still resonates with me."
R-2308,Marketing,1.5,IC,NA,2025-01-08,2,"I learned the trade here and I am grateful for that. To be fair, the team itself was genuinely kind, plus I made friendships here that will outlast the job."
R-2309,Marketing,2.5,Manager,LATAM,2024-11-04,1,"Short version: the pay was simply too low for the work. Meanwhile, the exit was a long time coming and overdue, plus the project I leave behind is in capable hands."
R-2310,Support,8,IC,EMEA,2024-12-02,5,"Short version: exhaustion became my baseline state, plus there was no growth path for someone in my role."
R-2311,Engineering,0.5,Lead,NA,2025-08-04,5,"Off the record but on the form: a former colleague recruited me into the new role. To be fair, the product problems were interesting most of the time — and honestly, the startup itch finally won."
R-2312,Engineering,8.25,Manager,NA,2025-03-12,4,"Since you asked: too much work, too few hands, too little honesty about it. Also, badge tracking told me exactly how much they trusted us — and honestly, I started planning my exit after the second broken promise."
R-2313,Marketing,0.25,IC,NA,2024-09-13,2,"Para ser justos, renunciar era la única opción que quedaba sobre la mesa y además el equipo en sí era muy amable y lo voy a extrañar."
R-2314,Support,2.5,Director,NA,2024-12-12,2,"After five rounds of reflection: I enjoyed the early years quite a bit. Beyond that, I am taking time off before deciding what is next."
R-2315,Engineering,4.5,Director,LATAM,2025-05-30,1,asdfasdf
R-2316,Operations,4.5,IC,EMEA,2025-01-04,4,My boss was invisible until something went wrong and on top of that a former colleague recruited me into the new role.
R-2317,Engineering,0.25,IC,NA,2025-03-12,3,"The load balancing was a spreadsheet that balanced nothing. Also, the snacks were good and the coffee was terrible, for the record."
R-2318,Engineering,0.5,Manager,NA,2025-04-20,5,"Las guardias de madrugada me quitaron el sueño durante meses, y encima los compañeros hicieron llevaderos los momentos duros."
R-2319,Engineering,11.5,Lead,NA,2025-03-09,1,"Management here mistakes activity for progress, plus the codebase was cleaner than most I have seen."
R-2320,Support,0.25,IC,EMEA,2024-07-24,2,"In the end, decisions came down from above with no context and no discussion. Beyond that, the holiday party was always a highlight."
R-2321,Engineering,0.25,Lead,NA,2024-07-16,3,"Where to start — the relocation was for my partner's job. Beyond that, the team itself was genuinely kind and on top of that the benefits package was reasonable overall."
R-2322,Engineering,11.25,IC,NA,2025-02-21,3,"The compensation philosophy slide deck changed nothing about my paycheck. Meanwhile, I appreciated the honest conversations on the way out."
R-2323,Marketing,0.75,IC,EMEA,2025-12-30,2,"I was doing the job of three people by the end — and honestly, my trajectory was a flat line and I am too early in my career for that and on top of that the project I leave behind is in capable hands."
R-2324,Engineering,15.25,IC,EMEA,2025-11-26,3,After five rounds of reflection: the queue never closed and neither did my laptop and on top of that I am taking time off before deciding what is next.
R-2325,Operations,8,IC,EMEA,2025-10-11,3,"The retention bonus went to someone else doing half the work — and honestly, my boss was invisible until something went wrong. Meanwhile, the title changed once in five years and the work never did. Also, some weeks I genuinely wonder whether leaving was the mistake."
R-2326,Support,12,Manager,EMEA,2025-10-21,3,"Simply put, the firefighting never stopped long enough to fix the fire and on top of that the company swag was genuinely good, for what that is worth."
R-2327,Sales,12.75,Director,NA,2024-07-07,3,"If I am being candid, compensation was the one thing they refused to discuss honestly. Beyond that, upskilling happened on my own time or not at all."
R-2328,Marketing,4.75,IC,EMEA,2024-07-13,2,"Bottom line: they measured presence in the building instead of work in the product. Beyond that, my coworkers made the hard stretches bearable."
R-2329,Sales,0.5,Director,APAC,2025-02-03,4,"Since you asked: I want to thank the people who trained me. Beyond that, I made friendships here that will outlast the job."
R-2330,Sales,17,IC,APAC,2025-09-17,3,"Low pay, full stop. To be fair, my manager played favorites and everyone could see it."
R-2331,Engineering,0.75,IC,NA,2024-12-30,3,My boss gave me a glowing review and a terrible rating.
R-2332,Engineering,0.75,IC,NA,2025-12-31,3,"An opportunity came along that was too specific to pass up. Beyond that, nothing dramatic to report from my corner."
R-2333,Operations,2.25,Lead,NA,2025-06-09,1,"The pay gap between old hires and new hires became impossible to ignore. Meanwhile, my manager never listened to a word the team said — and honestly, the exit interview questions were thoughtful, including this one."
R-2334,Operations,0.5,IC,LATAM,2025-10-26,2,"Simply put, I asked about a raise twice and got vague answers both times. Also, my supervisor did not understand the work we actually did."
R-2335,Marketing,1,IC,NA,2024-09-19,5,Bottom line: walking away from that project still feels unfinished and at the same time my coworkers made the hard stretches bearable.
R-2336,Support,2.5,Lead,APAC,2025-04-29,2,"I could not justify staying at that salary. Beyond that, I am switching industries to be closer to healthcare work."
R-2337,Sales,1.5,IC,APAC,2024-12-25,5,"Short version: the merit increase was two percent in a year of double-digit inflation. Also, the office snacks deserve a small tribute."
R-2338,Engineering,0.5,IC,NA,2024-08-09,3,The off-hours support rotation broke me.
R-2339,Support,9.75,Manager,APAC,2024-08-04,3,"For what it is worth, exhaustion became my baseline state. Beyond that, a former colleague recruited me into the new role."
R-2340,Sales,8.5,IC,EMEA,2024-12-05,3,"In the end, my coworkers made the hard stretches bearable. Meanwhile, the customers were the best part of the job. To be fair, I wish the next cohort a smooth ride."
R-2341,Sales,12.75,Director,NA,2025-03-14,2,"My supervisor canceled our one-on-ones for two months running, plus my coworkers made the hard stretches bearable."
R-2342,Support,7.25,IC,NA,2025-07-02,5,"Bottom line: the cost of living rose and my pay pretended not to notice. To be fair, my coworkers made the hard stretches bearable."
R-2343,Operations,0.25,Lead,EMEA,2025-11-16,4,"If I am being candid, no single reason, just the sense that the chapter ended. Beyond that, nothing dramatic to report from my corner."
R-2344,Engineering,14.75,IC,NA,2025-12-05,3,"The internal documentation was surprisingly thorough. Meanwhile, the customers were the best part of the job."
R-2345,People,3.75,Manager,NA,2025-12-22,3,"After five rounds of reflection: the management churn meant four bosses in eighteen months. Also, the RTO push felt like a quiet layoff and several of us took the hint."
R-2346,Operations,2.5,Lead,NA,2024-09-27,3,"It was simply time for something new. To be fair, the mission still resonates with me."
R-2347,Engineering,2.5,IC,NA,2024-10-14,2,"I could not justify staying at that salary. Also, every sprint was a death march with a new name. To be fair, the customers were the best part of the job."
R-2348,Engineering,5,IC,LATAM,2025-05-13,4,"Al final, la salida fue tranquila y respetuosa, eso lo agradezco y además los compañeros hicieron llevaderos los momentos duros."
R-2349,Engineering,2.5,IC,NA,2025-02-25,4,"Where to start — the directors fought each other and we absorbed the shrapnel. Meanwhile, the benefits package was reasonable overall."
R-2350,Support,1.75,IC,NA,2024-08-11,4,My coworkers made the hard stretches bearable and at the same time I am switching industries to be closer to healthcare work.
R-2351,Engineering,4.75,Director,NA,2025-09-26,4,"For what it is worth, the exit interview questions were thoughtful, including this one and on top of that the product problems were interesting most of the time."
R-2352,Marketing,9,Lead,NA,2024-07-29,5,"I want to thank the people who trained me. To be fair, the company is full of talented people."
R-2353,Sales,2,Lead,NA,2024-08-04,2,"If I am being candid, the pay band was insulting once I learned what new hires got. To be fair, no one above me ever said the words I was wrong. To be fair, my time here taught me a lot about the industry."
R-2354,People,0.25,Manager,APAC,2024-10-27,3,"I want to thank the people who trained me and at the same time I made friendships here that will outlast the job — and honestly, I wish the next cohort a smooth ride."
R-2355,Support,0.25,Manager,LATAM,2025-12-19,3,"Truthfully, weekend releases became routine and so did my exhaustion, plus the new role is closer to home, which mattered to my family."
R-2356,Sales,0.5,IC,NA,2025-02-27,3,"Aprendí mucho del oficio en esta empresa. También, les deseo lo mejor a los que se quedan y además los clientes eran la mejor parte del trabajo."
R-2357,Sales,17,IC,NA,2025-05-13,4,"Since you asked: the pay was simply too low for the work. Meanwhile, I burned out, recovered a little, and burned out again and at the same time the flexibility I was promised at hire did not survive the new leadership."
R-2358,Marketing,3.25,IC,NA,2025-01-31,5,"Where to start — the path from senior to staff was a rumor. Beyond that, the office snacks deserve a small tribute."
R-2359,Marketing,0.25,IC,EMEA,2025-07-29,5,"After five rounds of reflection: the crunch was supposed to be temporary and lasted fourteen months — and honestly, the tools and equipment were always solid."
R-2360,Operations,1,IC,NA,2025-11-18,1,"Where to start — I asked about a raise twice and got vague answers both times and at the same time no one above me ever said the words I was wrong. Also, the workload was relentless and the headcount never came."
R-2361,Sales,1,Director,NA,2025-02-09,1,My boss took credit for the work and disappeared during the hard parts.
R-2362,Sales,5.75,IC,EMEA,2025-01-12,3,A former colleague recruited me into the new role and on top of that my time here taught me a lot about the industry.
R-2363,Support,4.75,IC,LATAM,2025-07-29,4,"In the end, the new role is closer to home, which mattered to my family and on top of that I made friendships here that will outlast the job, plus the company is full of talented people."
R-2364,Sales,9.5,Manager,APAC,2025-01-29,2,"Plainly put, commission structure changed mid-year and my pay dropped hard and at the same time I had to get out before it got worse."
R-2365,Engineering,8,Manager,NA,2024-12-02,4,"Overall a decent run with a quiet ending. Also, an opportunity came along that was too specific to pass up."
R-2366,Engineering,1.25,Director,EMEA,2024-10-27,1,"La verdad, una parte de mí desearía haberse quedado un año más. Por otro lado, la salida fue tranquila y respetuosa, eso lo agradezco."
R-2367,Support,17.5,Manager,NA,2025-02-11,1,"The cost of living rose and my pay pretended not to notice. Meanwhile, my manager was kind but powerless, which somehow felt worse. Meanwhile, no new challenges arrived after the platform stabilized."
R-2368,Support,4.25,IC,NA,2025-02-25,3,"Micromanagement made every small task a negotiation and on top of that the snacks were good and the coffee was terrible, for the record."
R-2369,Marketing,2,IC,NA,2024-11-12,4,"Look — I left to remember what rested feels like. To be fair, I appreciated the honest conversations on the way out."
R-2370,Engineering,7.25,IC,NA,2025-10-30,2,"Plainly put, I want to thank the people who trained me and on top of that the product problems were interesting most of the time."
R-2371,Support,8.5,Director,NA,2024-09-09,4,Overall a decent run with a quiet ending and on top of that I am going back to school in the fall.
R-2372,Engineering,2,IC,NA,2024-12-16,4,"My boss gave me a glowing review and a terrible rating. Beyond that, the pager went off at 3am for things that could have waited. Meanwhile, there is real regret mixed in with the relief."
R-2373,Operations,2.75,IC,EMEA,2025-05-21,4,"Look — this move is about geography more than anything. Meanwhile, the mission still resonates with me."
R-2374,Engineering,0.25,Lead,NA,2024-08-16,3,"After five rounds of reflection: the crunch was supposed to be temporary and lasted fourteen months. Also, the offboarding process was smooth and respectful."
R-2375,Sales,5.5,IC,NA,2025-07-13,3,"After five rounds of reflection: my boss took credit for the work and disappeared during the hard parts. To be fair, I was counting the days until my vesting cliff and then I was gone — and honestly, the relocation was for my partner's job."
R-2376,Marketing,1.5,IC,LATAM,2025-06-28,2,"A former colleague recruited me into the new role. Beyond that, the holiday party was always a highlight."
R-2377,Support,3.5,IC,APAC,2024-12-03,2,"Every quarter ended in a sprint that erased the weekends. Meanwhile, I miss the people more than I thought possible and it stings and on top of that I needed to leave for my own health and I finally did."
R-2378,Support,5,IC,NA,2025-05-20,4,"Honestly, I am going back to school in the fall — and honestly, I enjoyed the early years quite a bit."
R-2379,Engineering,0.25,IC,NA,2024-11-19,5,"I stopped learning anything new a long time ago. Meanwhile, the office snacks deserve a small tribute."
R-2380,Sales,6.5,Director,APAC,2024-11-15,4,"In the end, pay compression meant my new report earned more than I did. Beyond that, my coworkers made the hard stretches bearable."
R-2381,Marketing,15.25,IC,APAC,2025-11-12,3,"Truthfully, the interview process that brought me in was the best I have experienced and on top of that my time here taught me a lot about the industry."
R-2382,People,1.75,IC,LATAM,2024-10-14,1,"Double duty across two teams drained everything I had. Meanwhile, I could not stay another quarter."
R-2383,Sales,2,IC,APAC,2025-01-11,4,Look — the on-target earnings were a fiction nobody hit.
R-2384,Support,0.25,Lead,NA,2025-03-27,3,"Look — I asked for help with the volume and got a prioritization framework. To be fair, the project I leave behind is in capable hands."
R-2385,Sales,2,Manager,APAC,2025-03-10,3,"In the end, the pay band was insulting once I learned what new hires got and at the same time the org chart reshuffles were management's answer to everything."
R-2386,Engineering,12.25,Manager,NA,2025-01-24,2,"Since you asked: chronic understaffing turned every small task into overtime — and honestly, the office snacks deserve a small tribute."
R-2387,Support,17.25,IC,LATAM,2025-10-20,3,Off the record but on the form: my supervisor rewrote my work at midnight without telling me why.
R-2388,Engineering,6.75,Lead,APAC,2025-07-05,2,I hit a wall of fatigue I could not push through anymore and on top of that this move is about geography more than anything.
R-2389,Operations,1.75,Director,NA,2025-06-13,4,"The annual raise did not even cover the parking increase. To be fair, my manager played favorites and everyone could see it. Also, the hybrid schedule was hybrid in name only."
R-2390,Operations,17.75,IC,EMEA,2025-01-02,1,"After five rounds of reflection: commission structure changed mid-year and my pay dropped hard. Also, the workload was relentless and the headcount never came. Beyond that, walking out the door was the easiest hard decision I ever made."
R-2391,Sales,2.5,IC,NA,2025-07-22,2,"Simply put, decisions came down from above with no context and no discussion. Also, I needed to leave for my own health and I finally did."
R-2392,People,2,IC,NA,2024-09-12,3,"I am taking time off before deciding what is next — and honestly, I made friendships here that will outlast the job."
R-2393,Engineering,0.25,Lead,EMEA,2025-03-17,3,"Part of me wishes I had stayed another year. Meanwhile, I appreciated the honest conversations on the way out."
R-2394,Operations,1.25,IC,NA,2025-12-10,2,"Look — the retention bonus went to someone else doing half the work. To be fair, leaving felt right in the moment and complicated ever since. Also, the exit was a long time coming and overdue."
R-2395,Engineering,0.5,Director,NA,2025-06-11,5,"Bottom line: the team shrank and the commitments did not — and honestly, work from home was the one benefit I could not give up."
R-2396,Sales,2,IC,NA,2024-11-16,5,"After five rounds of reflection: pay is the reason, plain and simple and at the same time I was doing the job of three people by the end."
R-2397,People,4,IC,NA,2025-08-15,3,"Where to start — the team itself was genuinely kind, plus the codebase was cleaner than most I have seen and on top of that the exit interview questions were thoughtful, including this one."
R-2398,Sales,9.75,Manager,EMEA,2024-10-08,4,"After five rounds of reflection: the exit interview questions were thoughtful, including this one. To be fair, the customers were the best part of the job."
R-2399,Operations,0.75,IC,APAC,2025-04-30,2,"The new role is closer to home, which mattered to my family. To be fair, nothing dramatic to report from my corner. Also, the interview process that brought me in was the best I have experienced."
R-2400,Sales,18,IC,NA,2025-09-04,4,"Where to start — the skip-level meetings were scripted and pointless — and honestly, the flexibility I was promised at hire did not survive the new leadership. To be fair, my time here taught me a lot about the industry."
R-2401,Sales,1.75,Director,NA,2025-12-28,2,"Since you asked: the snacks were good and the coffee was terrible, for the record, plus the internal documentation was surprisingly thorough."
R-2402,Engineering,16.25,Lead,NA,2025-08-05,2,"Truthfully, the internal documentation was surprisingly thorough and at the same time the offboarding process was smooth and respectful."
R-2403,Support,11.75,IC,NA,2024-07-18,4,"If I am being candid, management ignored the postmortem actions three releases in a row. Also, my coworkers made the hard stretches bearable."
R-2404,People,16.75,IC,APAC,2025-11-11,3,"The office snacks deserve a small tribute. Beyond that, my time here taught me a lot about the industry."
R-2405,Support,0.25,IC,NA,2025-10-29,2,"The project I leave behind is in capable hands, plus I appreciated the honest conversations on the way out. To be fair, the startup itch finally won."
R-2406,Support,0.5,IC,NA,2025-04-07,1,"Truthfully, upskilling happened on my own time or not at all. Also, the company is full of talented people."
R-2407,Sales,5,Manager,EMEA,2025-03-06,3,"The RTO push felt like a quiet layoff and several of us took the hint. Also, if the timing had been different I think I would have stayed."
R-2408,Sales,4,IC,NA,2025-04-22,2,"I did the math and the pay cut of staying was larger than the risk of leaving, plus my manager played favorites and everyone could see it. Also, there was no growth path for someone in my role."
R-2409,Sales,7.75,Lead,NA,2024-08-06,2,"Since you asked: the interview process that brought me in was the best I have experienced. Beyond that, I enjoyed the early years quite a bit."
R-2410,Engineering,15,IC,NA,2025-04-22,2,"Since you asked: the leadership offsite produced another slogan and nothing else — and honestly, staying even one more cycle was never an option for me."
R-2411,Support,0.25,IC,NA,2024-10-07,4,"Truthfully, the internal mobility process was a black hole, plus the return to office mandate ignored everything we proved during remote years."
R-2412,Engineering,0.5,IC,EMEA,2025-03-18,5,"In the end, my supervisor rewrote my work at midnight without telling me why and on top of that I was doing the job of three people by the end."
R-2413,Sales,2,IC,APAC,2025-11-12,3,"The product problems were interesting most of the time, plus the offboarding process was smooth and respectful and at the same time the offboarding process was smooth and respectful."
R-2414,Engineering,14.5,IC,EMEA,2025-11-08,2,"They paid below market and called it mission alignment. Beyond that, my manager played favorites and everyone could see it. Meanwhile, I chose to walk away and I have not looked back."
R-2415,Engineering,8.25,IC,NA,2024-11-23,4,"The holiday party was always a highlight. To be fair, I am taking time off before deciding what is next — and honestly, the interview process that brought me in was the best I have experienced."
R-2416,Engineering,12.75,Manager,NA,2024-10-11,3,"Look — every sprint was a death march with a new name. Meanwhile, the new role is closer to home, which mattered to my family."
R-2417,Operations,17.5,IC,EMEA,2025-07-30,4,"Bottom line: the mission still resonates with me and at the same time the new role is closer to home, which mattered to my family."
R-2418,Support,10.5,IC,NA,2024-12-21,2,"Advancement required a sponsor and mine kept leaving. Beyond that, the office snacks deserve a small tribute."
R-2419,Engineering,0.25,IC,NA,2025-01-16,2,"Truthfully, it was simply time for something new and at the same time I made friendships here that will outlast the job, plus this move is about geography more than anything."
R-2420,Sales,4.5,Manager,NA,2025-07-16,5,"The directors fought each other and we absorbed the shrapnel. To be fair, the startup itch finally won."
R-2421,Engineering,17.75,Manager,EMEA,2025-03-15,5,After five rounds of reflection: I was underpaid compared to every offer I saw elsewhere.
R-2422,Support,9.75,IC,APAC,2024-09-29,3,"Simply put, the firefighting never stopped long enough to fix the fire and at the same time the role was a dead end dressed up as stability. Also, the offboarding process was smooth and respectful."
R-2423,Support,9.75,IC,NA,2025-06-29,5,"My salary stayed flat for three straight years. Also, the executive team announced strategy by press release before telling us. Also, the company is full of talented people."
R-2424,Sales,2,Manager,NA,2025-01-08,4,"In the end, progression here rewards tenure, not capability. To be fair, remote work made me productive and the new policy took it away."
R-2425,Engineering,9.75,IC,NA,2025-07-10,3,"Where to start — the queue never closed and neither did my laptop. To be fair, no development budget survived the planning cycle."
